recordID,species,scientificName,mo,dy,yr,period,plot,note1,stake,locality,coordinates,county,state,country,sex
35140,OT,Onychomys torridus,11,10,2002,293,8,,21,,,,,,F
35146,OT,Onychomys torridus,11,10,2002,293,8,,16,,,,,,M
35156,OT,Onychomys torridus,11,10,2002,293,13,,45,,,,,,M
35161,OT,Onychomys torridus,11,10,2002,293,13,,13,,,,,,F
35163,OT,Onychomys torridus,11,10,2002,293,13,,22,,,,,,M
35185,OT,Onychomys torridus,11,10,2002,293,16,,62,,,,,,F
35187,OT,Onychomys torridus,11,10,2002,293,5,,21,,,,,,F
35190,OT,Onychomys torridus,12,7,2002,294,1,,14,,,,,,M
35192,OT,Onychomys torridus,12,7,2002,294,1,,21,,,,,,F
35198,OT,Onychomys torridus,12,7,2002,294,1,,57,,,,,,M
35204,OT,Onychomys torridus,12,7,2002,294,2,3,29,,,,,,M
35213,OT,Onychomys torridus,12,7,2002,294,17,,77,,,,,,M
35269,OT,Onychomys torridus,12,7,2002,294,20,,53,,,,,,M
35279,OT,Onychomys torridus,12,7,2002,294,16,,45,,,,,,F
35282,OT,Onychomys torridus,12,7,2002,294,23,,32,,,,,,M
35305,OT,Onychomys torridus,12,8,2002,294,4,,26,,,,,,M
35306,OT,Onychomys torridus,12,8,2002,294,4,,17,,,,,,F
35307,OT,Onychomys torridus,12,8,2002,294,6,,54,,,,,,M
35320,OT,Onychomys torridus,12,8,2002,294,6,,37,,,,,,F
35330,OT,Onychomys torridus,12,8,2002,294,11,,45,,,,,,F
35337,OT,Onychomys torridus,12,8,2002,294,9,,71,,,,,,M
35342,OT,Onychomys torridus,12,8,2002,294,9,,67,,,,,,F
35354,OT,Onychomys torridus,12,8,2002,294,8,,21,,,,,,M
35360,OT,Onychomys torridus,12,8,2002,294,13,,62,,,,,,M
35384,OT,Onychomys torridus,12,8,2002,294,5,,75,,,,,,F
35387,OT,Onychomys torridus,12,29,2002,295,1,,51,,,,,,M
35395,OT,Onychomys torridus,12,29,2002,295,2,,57,,,,,,M
35449,OT,Onychomys torridus,12,29,2002,295,20,,16,,,,,,F
35480,OT,Onychomys torridus,12,29,2002,295,16,,37,,,,,,F
35484,OT,Onychomys torridus,12,29,2002,295,16,,54,,,,,,M
35495,OT,Onychomys torridus,12,31,2002,295,3,,72,,,,,,F
35505,OT,Onychomys torridus,12,31,2002,295,6,,57,,,,,,F
35526,OT,Onychomys torridus,12,31,2002,295,8,,12,,,,,,F
35530,OT,Onychomys torridus,12,31,2002,295,13,,22,,,,,,F
70,OX,Onychomys�sp.,8,19,1977,2,3,,57,,,,,,F
117,OX,Onychomys�sp.,8,21,1977,2,21,,13,,,,,,F
166,OX,Onychomys�sp.,9,11,1977,3,21,,27,,,,,,M
177,OX,Onychomys�sp.,9,11,1977,3,5,,63,,,,,,F
185,OX,Onychomys�sp.,9,11,1977,3,12,,77,,,,,,F
242,OX,Onychomys�sp.,9,13,1977,3,2,,77,,,,,,M
333,OX,Onychomys�sp.,10,18,1977,4,19,,22,,,,,,
587,OX,Onychomys�sp.,2,18,1978,8,2,,16,,,,,,
6609,OX,Onychomys�sp.,9,19,1982,62,19,,21,,,,,,M
9209,OX,Onychomys�sp.,5,27,1984,79,14,,33,,,,,,M
16235,OX,Onychomys�sp.,7,3,1989,136,12,,42,,,,,,M
20654,OX,Onychomys�sp.,2,19,1993,180,17,,57,,,,,,
16854,BA,Baiomys taylori,12,5,1989,141,3,,56,,,,,,M
16951,BA,Baiomys taylori,1,7,1990,142,5,,41,,,,,,F
17174,BA,Baiomys taylori,2,25,1990,144,5,,13,,,,,,M
17190,BA,Baiomys taylori,2,25,1990,144,5,,24,,,,,,F
17374,BA,Baiomys taylori,4,24,1990,146,1,,17,,,,,,M
17486,BA,Baiomys taylori,4,26,1990,146,3,,77,,,,,,M
17566,BA,Baiomys taylori,5,25,1990,147,3,,46,,,,,,F
17616,BA,Baiomys taylori,6,22,1990,148,3,,17,,,,,,F
17773,BA,Baiomys taylori,8,17,1990,150,3,,12,,,,,,F
17935,BA,Baiomys taylori,10,16,1990,152,3,,63,,,,,,F
18085,BA,Baiomys taylori,12,15,1990,154,19,,36,,,,,,F
18132,BA,Baiomys taylori,12,16,1990,154,3,,22,,,,,,F
18252,BA,Baiomys taylori,1,12,1991,155,3,,11,,,,,,F
18323,BA,Baiomys taylori,2,16,1991,156,19,,21,,,,,,F
18509,BA,Baiomys taylori,3,14,1991,157,3,,24,,,,,,F
18574,BA,Baiomys taylori,4,19,1991,158,19,,46,,,,,,F
18604,BA,Baiomys taylori,4,21,1991,158,3,,12,,,,,,F
18666,BA,Baiomys taylori,5,13,1991,159,19,,45,,,,,,F
18687,BA,Baiomys taylori,5,14,1991,159,3,,13,,,,,,F
18768,BA,Baiomys taylori,6,13,1991,160,18,,65,,,,,,F
18778,BA,Baiomys taylori,6,14,1991,160,3,,21,,,,,,F
18828,BA,Baiomys taylori,7,12,1991,161,19,,27,,,,,,F
18855,BA,Baiomys taylori,7,13,1991,161,3,,11,,,,,,F
18935,BA,Baiomys taylori,8,7,1991,162,18,,37,,,,,,F
19015,BA,Baiomys taylori,9,9,1991,163,19,,16,,,,,,F
19109,BA,Baiomys taylori,10,10,1991,164,20,,27,,,,,,F
19121,BA,Baiomys taylori,10,10,1991,164,2,,46,,,,,,M
19144,BA,Baiomys taylori,10,11,1991,164,3,1,13,,,,,,
19220,BA,Baiomys taylori,11,13,1991,165,19,,42,,,,,,F
19249,BA,Baiomys taylori,11,13,1991,165,19,,76,,,,,,M
19256,BA,Baiomys taylori,11,14,1991,165,3,,14,,,,,,F
19260,BA,Baiomys taylori,11,14,1991,165,21,,17,,,,,,M
19274,BA,Baiomys taylori,11,14,1991,165,3,,34,,,,,,F
22711,PB,Chaetodipus baileyi,9,23,1995,212,1,,54,,,,,,F
22868,PB,Chaetodipus baileyi,10,28,1995,213,1,,41,,,,,,F
15878,CS,Crotalus scutalatus,4,1,1989,133,11,13,47,,,,,,
13313,CV,Crotalus viridis,8,26,1987,114,15,13,61,,,,,,
